Year,Chart,Artist,Song,Genre,Original Genre
1962,56,Johnny Get Angry,Joanie Sommers,adult standards,deep adult standards
1962,57,Can't Help Falling in Love,Elvis Presley,rock,rock-and-roll rockabilly
1962,58,Shout,Joey Dee and the Starliters,N/A,
1962,59,Rinky Dink,Dave Baby Cortez,jazz,hammond organ jazz organ
1962,60,Moon River,Henry Mancini,adult standards,adult standards classic soundtrack easy listening
1962,61,Ahab the Arab,Ray Stevens,pop,bubblegum pop comic novelty
1962,62,Things,Bobby Darin,adult standards,adult standards easy listening lounge
1962,63,(The Man Who Shot) Liberty Valance,Gene Pitney,adult standards,adult standards brill building pop bubblegum pop
1962,64,You Belong to Me,The Duprees,r&b,doo-wop rhythm and blues
1962,65,Dream Baby (How Long Must I Dream),Roy Orbison,rock,adult standards bubblegum pop classic rock
1962,66,Snap Your Fingers,Joe Henderson,jazz,avant-garde jazz bebop big band
1962,67,Lovers Who Wander,Dion,rock,adult standards doo-wop rock-and-roll
1962,68,Let's Dance,Chris Montez,adult standards,adult standards bubblegum pop lounge
1962,69,Cindy's Birthday,Johnny Crawford,adult standards,deep adult standards
1962,70,You Beat Me to the Punch,Mary Wells,r&b,classic soul motown soul
1962,71,You'll Lose a Good Thing,Barbara Lynn,r&b,classic soul rhythm and blues soul
1962,72,Uptown,The Crystals,rock,bubblegum pop classic girl group rock-and-roll
1962,73,Everybody Loves Me But You,Brenda Lee,adult standards,adult standards
1962,74,Patches,Dickey Lee,N/A,
1962,75,Venus in Blue Jeans,Jimmy Clanton,adult standards,adult standards doo-wop rhythm and blues
1962,76,Love Me Warm and Tender,Paul Anka,adult standards,adult standards canadian pop easy listening
1962,77,Teen Age Idol,Rick Nelson,adult standards,adult standards bubblegum pop lounge
1962,78,She's Got You,Patsy Cline,adult standards,adult standards nashville sound
1962,79,Dear One,Larry Finnegan,N/A,
1962,80,Her Royal Majesty,James Darren,adult standards,adult standards
1962,81,Old Rivers,Walter Brennan,country,traditional country
1962,82,Funny Way of Laughin',Burl Ives,adult standards,adult standards american folk revival lounge
1962,83,A Swingin' Safari,Billy Vaughn,adult standards,adult standards easy listening lounge
1962,84,Tell Me,Dick and Dee Dee,r&b,doo-wop rhythm and blues
1962,85,PT 109,Jimmy Dean,adult standards,nashville sound
1962,86,Little Diane,Dion,rock,adult standards doo-wop rock-and-roll
1962,87,Percolator (Twist),Billy Joe and the Checkmates,N/A,
1962,88,"Twist, Twist Senora",Gary U.S. Bonds,rock,rhythm and blues rock-and-roll rockabilly
1962,89,Twistin' Matilda,Jimmy Soul,N/A,
1962,90,Gravy (For My Mashed Potatoes),Dee Dee Sharp,r&b,classic girl group doo-wop philly soul
1962,91,Walk on the Wild Side,Jimmy Smith,funk,bebop funk hammond organ
1962,92,Soul Twist,King Curtis,funk,funk jazz blues jazz saxophone
1962,93,I'll Never Dance Again,Bobby Rydell,adult standards,adult standards bubblegum pop doo-wop
1962,94,I'm Blue (The Gong Gong Song),The Ikettes,N/A,
1962,95,Where Have All the Flowers Gone?,The Kingston Trio,rock,american folk revival folk folk rock
1962,96,"(Girls, Girls, Girls) Made to Love",Eddie Hodges,N/A,
1962,97,Town Without Pity,Gene Pitney,adult standards,adult standards brill building pop bubblegum pop
1962,98,If I Had a Hammer,"Peter, Paul and Mary",rock,american folk revival classic rock folk
1962,99,I Wish That We Were Married,Ronnie & the Hi Lites,N/A,
1962,100,Surfin' Safari,The Beach Boys,rock,adult standards baroque pop classic rock
1963,1,Surfin' U.S.A.,The Beach Boys,rock,adult standards baroque pop classic rock
1963,2,The End of the World,Skeeter Davis,adult standards,nashville sound
1963,3,Rhythm of the Rain,The Cascades,adult standards,adult standards brill building pop doo-wop
1963,4,He's So Fine,The Chiffons,adult standards,adult standards brill building pop bubblegum pop
1963,5,Blue Velvet,Bobby Vinton,adult standards,adult standards bubblegum pop easy listening
1963,6,Hey Paula,Paul & Paula,adult standards,adult standards doo-wop merseybeat
1963,7,Fingertips,Little Stevie Wonder,funk,adult standards funk motown
1963,8,Can't Get Used to Losing You,Andy Williams,adult standards,adult standards easy listening lounge
1963,9,My Boyfriend's Back,The Angels,rock,australian rock brill building pop classic girl group
1963,10,Sukiyaki,Kyu Sakamoto,N/A,anime score enka
1963,11,So Much in Love,The Tymes,r&b,beach music doo-wop philly soul
1963,12,"Puff, the Magic Dragon","Peter, Paul & Mary",rock,american folk revival classic rock folk
1963,13,Blowin' in the Wind,"Peter, Paul & Mary",rock,american folk revival classic rock folk
1963,14,Wipe Out,The Surfaris,surf,surf music
1963,15,I Love You Because,Al Martino,adult standards,adult standards easy listening lounge
1963,16,Wild Weekend,The Rebels,pop,electro-pop francais
1963,17,You're the Reason I'm Living,Bobby Darin,adult standards,adult standards easy listening lounge
1963,18,Walk Like a Man,The Four Seasons,adult standards,adult standards bubblegum pop doo-wop
1963,19,Mockingbird,Inez & Charlie Foxx,N/A,
1963,20,I Will Follow Him,Little Peggy March,N/A,
1963,21,Pipeline,The Chantays,surf,surf music
1963,22,Surf City,Jan & Dean,rock,bubblegum pop merseybeat rock-and-roll
1963,23,It's My Party,Lesley Gore,adult standards,adult standards brill building pop bubblegum pop
1963,24,Blame It on the Bossa Nova,Eydie Gorme,adult standards,adult standards
1963,25,You Can't Sit Down,The Dovells,rock,doo-wop rhythm and blues rock-and-roll
1963,26,Heat Wave,Martha & the Vandellas,funk,classic girl group classic soul funk
1963,27,Denise,Randy & the Rainbows,r&b,doo-wop
1963,28,Walk Right In,The Rooftop Singers,N/A,american folk revival
1963,29,If You Wanna Be Happy,Jimmy Soul,N/A,
1963,30,If I Had a Hammer,Trini Lopez,rock,adult standards bubblegum pop rock-and-roll
1963,31,Easier Said Than Done,The Essex,r&b,classic girl group rhythm and blues
1963,32,Ruby Baby,Dion,rock,adult standards doo-wop rock-and-roll
1963,33,Our Day Will Come,Ruby & the Romantics,r&b,rhythm and blues
1963,34,Hello Stranger,Barbara Lewis,r&b,classic soul rhythm and blues soul
1963,35,Be My Baby,The Ronettes,adult standards,adult standards brill building pop classic girl group
1963,36,South Street,The Orlons,r&b,bubblegum pop classic girl group doo-wop
1963,37,Days of Wine and Roses,Henry Mancini,adult standards,adult standards classic soundtrack easy listening
1963,38,The Monkey Time,Major Lance,soul,beach music chicago soul classic soul
1963,39,Candy Girl,The Four Seasons,adult standards,adult standards bubblegum pop doo-wop
1963,40,Sugar Shack,Jimmy Gilmer and the Fireballs,N/A,
1963,41,Still,Bill Anderson,adult standards,nashville sound
1963,42,Blue on Blue,Bobby Vinton,adult standards,adult standards bubblegum pop easy listening
1963,43,Cry Baby,Garnet Mimms & the Enchanters,r&b,classic soul rhythm and blues soul
1963,44,Two Faces Have I,Lou Christie,rock,bubblegum pop merseybeat rock-and-roll
1963,45,Busted,Ray Charles,adult standards,adult standards classic soul jazz blues
1963,46,Da Doo Ron Ron,The Crystals,rock,bubblegum pop classic girl group rock-and-roll
1963,47,Foolish Little Girl,The Shirelles,adult standards,adult standards classic girl group doo-wop
1963,48,Memphis,Lonnie Mack,rock,blues blues rock electric blues
1963,49,In Dreams,Roy Orbison,rock,adult standards bubblegum pop classic rock
1963,50,More,Kai Winding,jazz,jazz brass jazz trombone space age pop
1963,51,I Can't Stay Mad at You,Skeeter Davis,adult standards,nashville sound
1963,52,Losing You,Brenda Lee,adult standards,adult standards
1963,53,Mean Woman Blues,Roy Orbison,rock,adult standards bubblegum pop classic rock
1963,54,Our Winter Love,Bill Pursell,N/A,
1963,55,I Wanna Be Around,Tony Bennett,adult standards,adult standards easy listening lounge
1963,56,You've Really Got a Hold on Me,The Miracles,r&b,classic soul motown quiet storm
1963,57,Sally Go 'Round the Roses,The Jaynetts,N/A,classic girl group
1963,58,(You're the) Devil in Disguise,Elvis Presley,rock,rock-and-roll rockabilly
1963,59,Those Lazy Hazy Crazy Days of Summer,Nat King Cole,adult standards,adult standards
1963,60,Baby Workout,Jackie Wilson,adult standards,adult standards chicago soul classic soul
1963,61,Pride and Joy,Marvin Gaye,funk,classic soul funk motown
1963,62,Deep Purple,Nino Tempo & April Stevens,pop,bubblegum pop merseybeat
1963,63,From a Jack to a King,Ned Miller,adult standards,classic australian country nashville sound
1963,64,Up on the Roof,The Drifters,adult standards,adult standards bubblegum pop lounge
1963,65,What Will Mary Say,Johnny Mathis,adult standards,adult standards easy listening lounge
1963,66,Mama Didn't Lie,Jan Bradley,soul,chicago soul
1963,67,The Night Has a Thousand Eyes,Bobby Vee,adult standards,adult standards brill building pop bubblegum pop
1963,68,Don't Say Nothin' Bad (About My Baby),The Cookies,r&b,classic girl group rhythm and blues sunshine pop
1963,69,Ring of Fire,Johnny Cash,country,arkansas country outlaw country
1963,70,Just One Look,Doris Troy,soul,northern soul southern soul
1963,71,"Hello Muddah, Hello Fadduh (A Letter from Camp)",Allan Sherman,N/A,comic
1963,72,Judy's Turn to Cry,Lesley Gore,adult standards,adult standards brill building pop bubblegum pop
1963,73,"Tie Me Kangaroo Down, Sport",Rolf Harris,N/A,novelty
1963,74,Fools Rush In,Rick Nelson,adult standards,adult standards bubblegum pop lounge
1963,75,Washington Square,The Village Stompers,N/A,
1963,76,Donna the Prima Donna,Dion,rock,adult standards doo-wop rock-and-roll
1963,77,"That Sunday, That Summer",Nat King Cole,adult standards,adult standards
1963,78,Another Saturday Night,Sam Cooke,rock,adult standards classic soul rock-and-roll
1963,79,"Painted, Tainted Rose",Al Martino,adult standards,adult standards easy listening lounge
1963,80,Go Away Little Girl,Steve Lawrence,adult standards,adult standards deep adult standards easy listening
1963,81,Take These Chains from My Heart,Ray Charles,adult standards,adult standards classic soul jazz blues
1963,82,Talk to Me,Sunny & the Sunglows,N/A,
1963,83,Come and Get These Memories,Martha and the Vandellas,funk,classic girl group classic soul funk
1963,84,Do the Bird,Dee Dee Sharp,r&b,classic girl group doo-wop philly soul
1963,85,It's All Right,The Impressions,funk,chicago soul classic soul funk
1963,86,Shut Down,The Beach Boys,rock,adult standards baroque pop classic rock
1963,87,One Fine Day,The Chiffons,adult standards,adult standards brill building pop bubblegum pop
1963,88,Little Town Flirt,Del Shannon,adult standards,adult standards bubblegum pop merseybeat
1963,89,Fly Me to the Moon,Joe Harnell,pop,space age pop
1963,90,The Reverend Mr. Black,The Kingston Trio,rock,american folk revival folk folk rock
1963,91,Hot Pastrami,The Dartells,r&b,motown
1963,92,Martian Hop,The Ran Dells,N/A,novelty
1963,93,Wonderful! Wonderful!,The Tymes,r&b,beach music doo-wop philly soul
1963,94,Abilene,George Hamilton IV,country,traditional country
1963,95,Part Time Love,Little Johnny Taylor,blues,soul blues
1963,96,Maria Elena,Los Indios Tabajaras,adult standards,easy listening
1963,97,Detroit City,Bobby Bare,rock,classic country pop country country rock
1963,98,Twenty Miles,Chubby Checker,rock,adult standards bubblegum pop rock-and-roll
1963,99,"Green, Green",The New Christy Minstrels,N/A,american folk revival
1963,100,Hey Girl,Freddie Scott,soul,soul southern soul
1964,1,I Want to Hold Your Hand,The Beatles,rock,beatlesque british invasion classic rock
1964,2,She Loves You,The Beatles,rock,beatlesque british invasion classic rock
1964,3,"Hello, Dolly!",Louis Armstrong,adult standards,adult standards dixieland harlem renaissance
1964,4,"Oh, Pretty Woman",Roy Orbison,rock,adult standards bubblegum pop classic rock
1964,5,I Get Around,The Beach Boys,rock,adult standards baroque pop classic rock
1964,6,Everybody Loves Somebody,Dean Martin,adult standards,adult standards easy listening lounge
1964,7,My Guy,Mary Wells,r&b,classic soul motown soul
1964,8,We'll Sing in the Sunshine,Gale Garnett,N/A,american folk revival
1964,9,Last Kiss,J. Frank Wilson & the Cavaliers,N/A,
1964,10,Where Did Our Love Go,The Supremes,disco,adult standards classic girl group disco
1964,11,People,Barbra Streisand,adult standards,adult standards hollywood mellow gold
1964,12,Java,Al Hirt,adult standards,dixieland easy listening jazz trumpet
1964,13,A Hard Day's Night,The Beatles,rock,beatlesque british invasion classic rock
1964,14,Love Me Do,The Beatles,rock,beatlesque british invasion classic rock
1964,15,Do Wah Diddy Diddy,Manfred Mann,rock,album rock art rock british blues
1964,16,Please Please Me,The Beatles,rock,beatlesque british invasion classic rock
1964,17,Dancing in the Street,Martha and the Vandellas,funk,classic girl group classic soul funk
1964,18,Little Children,Billy J. Kramer & The Dakotas,N/A,merseybeat
1964,19,Love Me with All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,adult standards,easy listening
1964,20,Under the Boardwalk,The Drifters,adult standards,adult standards bubblegum pop lounge
1964,21,Chapel of Love,The Dixie Cups,N/A,classic girl group
1964,22,Suspicion,Terry Stafford,country,oklahoma country
1964,23,Glad All Over,The Dave Clark Five,rock,british invasion bubblegum pop classic garage rock
1964,24,Rag Doll,The Four Seasons,adult standards,adult standards bubblegum pop doo-wop
1964,25,Dawn (Go Away),The Four Seasons,adult standards,adult standards bubblegum pop doo-wop
1964,26,Bread and Butter,The Newbeats,soul,northern soul
1964,27,It Hurts to Be in Love,Gene Pitney,adult standards,adult standards brill building pop bubblegum pop
1964,28,Dead Man's Curve,Jan and Dean,rock,bubblegum pop merseybeat rock-and-roll
1964,29,Come a Little Bit Closer,Jay and the Americans,rock,adult standards bubblegum pop classic rock
1964,30,A World Without Love,Peter and Gordon,blues,beatlesque british blues british invasion
1964,31,Have I the Right?,The Honeycombs,pop,british invasion bubblegum pop merseybeat
1964,32,Don't Let the Rain Come Down (Crooked Little Man),The Serendipity Singers,N/A,american folk revival
1964,33,Baby Love,The Supremes,disco,adult standards classic girl group disco
1964,34,Let It Be Me,Betty Everett & Jerry Butler,r&b,chicago soul classic soul motown
1964,35,Wishin' and Hopin',Dusty Springfield,rock,adult standards british invasion classic rock
1964,36,You Don't Own Me,Lesley Gore,adult standards,adult standards brill building pop bubblegum pop
1964,37,Walk On By,Dionne Warwick,disco,adult standards brill building pop disco
1964,38,The House of the Rising Sun,The Animals,rock,album rock blues rock british invasion
1964,39,G.T.O.,Ronny & the Daytonas,surf,bubblegum pop surf music
1964,40,Twist and Shout,The Beatles,rock,beatlesque british invasion classic rock
1964,41,Memphis,Johnny Rivers,rock,bubblegum pop folk rock
1964,42,White on White,Danny Williams,N/A,merseybeat
1964,43,Hey Little Cobra,The Rip Chords,surf,surf music
1964,44,The Shoop Shoop Song (It's in His Kiss),Betty Everett,r&b,chicago soul classic soul motown
1964,45,Bits and Pieces,The Dave Clark Five,rock,british invasion bubblegum pop classic garage rock
1964,46,My Boy Lollipop,Millie Small,N/A,jamaican ska ska revival
1964,47,"Um, Um, Um, Um, Um, Um",Major Lance,soul,beach music chicago soul classic soul
1964,48,The Little Old Lady from Pasadena,Jan and Dean,rock,bubblegum pop merseybeat rock-and-roll
1964,49,Don't Let the Sun Catch You Crying,Gerry and the Pacemakers,adult standards,adult standards british invasion bubblegum pop
1964,50,A Summer Song,Chad & Jeremy,pop,british invasion bubblegum pop merseybeat
1964,51,The Girl from Ipanema,Stan Getz & Astrud Gilberto,jazz,bossa nova cool jazz jazz
